bleu1_open,bleu2_open,bleu3_open,bleu4_open,rouge1_open,rouge2_open,rougeL_open,exact_match_open,recall_open,precision_open,f1_score_open,accuracy_open,gpt_score_open,exact_match_closed,recall_closed,precision_closed,f1_score_closed,accuracy_closed,exact_match_overall,recall_overall,precision_overall,f1_score_overall,gpt_score_overall
0.05398462256222342,0.006449230601278581,0.0,0.0,0.09154264285060223,0.008625261049065889,0.08953416488024243,0.05398462424977854,0.3996896511413554,0.05913989672384124,0.09894187877581694,0.3306581059390048,0.5268699839486356,0.0658083564617973,0.545662100456621,0.06692233524105302,0.11659887661511532,0.6004566210045662,0.058865674870762726,0.4599497197559514,0.0623526281758099,0.10623100700730863,0.5572478793590953
0.056179085919472176,0.0078669409612267,0.0,0.0,0.09453469717244464,0.010435601681705535,0.08999431423666909,0.0561790875429419,0.4133772927705304,0.06088029384252905,0.10151237460188138,0.3480314960629921,0.5377952755905512,0.06490182022433501,0.5563380281690141,0.06603235913044035,0.11548818383361577,0.6126760563380281,0.059681334595037536,0.4707771733358028,0.06294888933041803,0.10712377397296419,0.5678605089538171
0.055933966116833794,0.008290467626442371,0.0,0.0,0.09545241482269745,0.011038681907084314,0.09395021110338184,0.055933967880818364,0.4243332072283007,0.061042404012553654,0.10274733402071312,0.3579109062980031,0.5516282642089094,0.0665847622979118,0.5707317073170731,0.06767319166046629,0.11872041358921417,0.6121951219512195,0.060049731981674445,0.4809056719185898,0.0636047253468083,0.10891977758629788,0.5750329877474081
0.05456079369615274,0.007073053456785319,0.0,0.0,0.09355346951201858,0.009452011188639002,0.09219683116586905,0.05456079551855696,0.4342354716229614,0.061396033916793095,0.10332165569471091,0.3678516228748068,0.5433384853168469,0.06997476021895924,0.5785024154589372,0.0709215310145013,0.12393341902182535,0.6376811594202898,0.06057529258355843,0.49052813396800754,0.06511286313305245,0.11136432300613917,0.5801508011310085
0.05480849264642677,0.006359683755423948,0.0,0.0,0.09252859542475027,0.00834183523428459,0.08984530717134476,0.05480849462410544,0.4022823804830725,0.06022887049209841,0.10055094255642669,0.3322734499205087,0.5369475357710652,0.06667993464868463,0.5833333333333334,0.06774381418478638,0.11927514596089078,0.6296296296296297,0.059642106396601405,0.47599963932502604,0.06328867791456892,0.10817474639311705,0.574684260131951
0.05638268357984363,0.007991565189447745,0.0,0.0,0.09529647419049618,0.010548905222620591,0.09294653405626137,0.05638268523397273,0.42376423924528106,0.061964971000422905,0.10349220978857349,0.36596385542168675,0.5280120481927711,0.06493459296273882,0.5403022670025189,0.06627313443927176,0.1156446558785585,0.5994962216624685,0.05958259792795967,0.46736989147866786,0.06357697937480838,0.10803935502676767,0.5547596606974553
0.05712834506162575,0.005503776089821907,0.0,0.0,0.09782064137851587,0.0073214956600728305,0.09606622924567551,0.05712834684922895,0.447714602797281,0.06254641847455762,0.105939831539217,0.3901689708141321,0.5541013824884793,0.07424834973113144,0.6109756097560975,0.07708289882761053,0.13448928315050565,0.6609756097560976,0.0637439935802186,0.5108032105759001,0.06816372002474773,0.11697213612039356,0.5954005655042413
0.0612779825577829,0.009003296896678377,0.0,0.0,0.10307590176806333,0.01195952934633718,0.10109524216622708,0.06127798473412816,0.4482740722629021,0.06773735446775439,0.11269188836828224,0.3660030627871363,0.5419295558958652,0.06848943643620752,0.5575980392156863,0.06890237335010352,0.12070571434133909,0.5882352941176471,0.06405109716998904,0.49031382581307736,0.06818535418877084,0.11577354812040966,0.5597360980207352
0.054191669700071464,0.008284242271825117,0.0,0.0,0.09256902497625512,0.011001931089493964,0.08991437335733814,0.054191671309059594,0.41510392294706017,0.05831541218405801,0.09864170160524516,0.36195286195286197,0.5309259259259259,0.06885568423159255,0.5877944325481799,0.0700816342635197,0.12271424921392483,0.6338329764453962,0.06064604834470794,0.49111378909571524,0.06349432425861842,0.10923725272046986,0.5762205466540999
0.055947903857080254,0.00667847768819463,0.0,0.0,0.09509616788570424,0.008890082485645823,0.09304445369883715,0.055947905582546156,0.42556425569744105,0.05865827954366624,0.09906299595604197,0.3710691823899371,0.535440251572327,0.06857334817309241,0.5694117647058824,0.07065296789977095,0.12321839857282933,0.6258823529411764,0.06100522236009767,0.4831846056772597,0.06346293793324635,0.10873881698538658,0.5716682375117813
